numero_national_de_structure;libelle;sigle;annee_de_creation;type_de_structure;code_de_type_de_structure;code_de_niveau_de_structure;site_web;adresse;code_postal;commune;nom_du_responsable;prenom_du_responsable;titre_du_responsable;label_numero;tutelles;sigles_des_tutelles;code_de_nature_de_tutelle;nature_de_tutelle;uai_des_tutelles;siret_des_tutelles;code_de_type_de_tutelle;type_de_tutelle;numero_de_structure_enfant;numero_de_structure_parent;numero_de_structure_historique;type_de_succession;code_de_type_de_succession;annee_d_effet_historique;code_domaine_scientifique;domaine_scientifique;code_panel_erc;panel_erc;fiche_rnsr
201119514T;BioCampus Montpellier;;2011;Structures Fédératives de Recherche;3;3;http://www.biocampus.cnrs.fr/;CNRS 141 rue de la Cardonille;34094;MONTPELLIER CEDEX 5;CAU;Julien;Directeur;"UAR 3426;US 9;FED 4174;UAR 3426;FED 4174";"Centre national de la recherche scientifique;Institut national de la sante et de la recherche medicale;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;Université de Montpellier;Centre hospitalier universitaire de Montpellier";"CNRS;INSERM;INRAE;MONTPELLIER;CHUM";"EPST;EPST;EPST;UNIV;MEDIC";"Organismes de type EPST;Organismes de type EPST;Organismes de type EPST;Université;Etablissements de santé";"0753639Y;0755364Y;;0342321N;";"18008901303720;18003604800015;18007003901803;13002054800017;26340016000382";"TUTE;TUTE;TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle";200717476V;;200710818H;renouvellement;R;2011;"5;10";"Biologie, médecine et santé;Sciences agronomiques et écologiques";"LS1;LS4;LS5;LS7;LS6;LS8;LS9;LS2;LS3";"Molecular and Structural Biology and Biochemistry : molecular biology, biochemistry, biophysics, structural biology, biochemistry of signal transduction;Physiology, Pathophysiology and Endocrinology : organ physiology, pathophysiology, endocrinology, metabolism, ageing, regeneration, tumorigenesis, cardiovascular disease, metabolic syndrome;Neurosciences and neural disorders : neurobiology, neuroanatomy, neurophysiology, neurochemistry, neuropharmacology, neuroimaging, systems neuroscience, neurological disorders, psychiatry;Diagnostic tools, therapies and public health : aetiology, diagnosis and treatment of disease, public health, epidemiology, pharmacology, clinical medicine, regenerative medicine, medical ethics;Immunity and infection : immunobiology, aetiology of immune disorders, microbiology, virology, parasitology, global and other infectious diseases, population dynamics of infectious diseases, veterinary medicine;Evolutionary, population and environmental biology : evolution, ecology, animal behaviour, population biology, biodiversity, biogeography, marine biology, eco-toxicology, prokaryotic biology;Applied life sciences and biotechnology: agricultural, animal, fishery, forestry and food sciences;biotechnology, chemical biology, genetic engineering, synthetic biology, industrial biosciences;environmental biotechnology and remediation;Genetics, Genomics, Bioinformatics and Systems Biology : genetics, population genetics, molecular genetics, genomics, transcriptomics, proteomics, metabolomics, bioinformatics, computational biology, biostatistics, biological modelling and simulation, sys;Cellular and Developmental Biology : cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation in plants and animals";https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201119514T&PUBLIC=OK
202023540E;Laboratoire d’innovation : vaccins;;2020;Unité propre;21;2;https://research.pasteur.fr/en/team/innovation-lab-vaccines/;Institut Pasteur, 25-28 rue du Docteur Roux;75724;Paris Cedex 15;TANGY;Frédéric;DIR;;Institut Pasteur;INSTITUT PASTEUR;FONDATION;Fondation et institut particulier (Institut pasteur, Institut Curie, etc.);0755366A;77568489700017;TUTE;établissement tutelle;;200621937Y;201021628V;renouvellement;R;2020;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023540E&PUBLIC=OK
201822759P;Laboratoire de Probabilités, Statistiques et Modélisations;LPSM;2018;Unité mixte;22;2;http://www.proba.jussieu.fr;UNIVERSITE PIERRE ET MARIE CURIE, BC 188, 4 place Jussieu;75252;PARIS CEDEX 05;ZAMBOTTI;Lorenzo;DIR;"UMR 8001;;UMR 8001";"Centre national de la recherche scientifique;Sorbonne Université;Université de Paris";"CNRS;SORBONNE UNIV.;U PARIS";"EPST;UNIV;UNIV";"Organismes de type EPST;Université;Université";"0753639Y;0755890V;0755976N";"18008901303720;13002338500011;13002573700011";"TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle";;;"199914433X;199712645M";"fusion;fusion";"F;F";"2018;2018";1;Mathématiques et leurs interactions;PE1;Mathematical foundations : all areas of mathematics, pure and applied, plus mathematical foundations of computer science, mathematical physics and statistics;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201822759P&PUBLIC=OK
201622799S;Bassins, Réservoirs, Ressources;B2R;2016;Unité propre;21;2;https://www.unilasalle.fr/b2r;19 rue Pierre Waguet;60000;Beauvais;POTEL;Sébastien;;;UniLaSalle;UNILASALLE;AUT_ETAB;Autres établissements ESR;0600071B;78050719000012;TUTE;établissement tutelle;;;;;;;3;Sciences de la terre et de l'univers, espace;PE10;Earth system science : physical geography, geology, geophysics, meteorology, oceanography, climatology, ecology, global environmental change, biogeochemical cycles, natural resources management;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201622799S&PUBLIC=OK
201019189U;Centre Commun de Caractérisation des Matériaux des Antilles et de la Guyane;C3MAG;2010;Structures Fédératives de Recherche;3;3;http://c3mag.univ-antilles.fr/;Université des Antilles UFR DES SCIENCES EXACTES ET NATURELLES CAMPUS DE FOUILLOLE BP 250;97157;POINTE A PITRE CEDEX;GROS;Olivier;;FED 4132;Université des Antilles;ANTILLES;UNIV;Université;9710585J;19971585500011;TUTE;établissement tutelle;;;;;;;"2;3;4;5;8";"Physique;Sciences de la terre et de l'univers, espace;Chimie;Biologie, médecine et santé;Sciences pour l'ingénieur";;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201019189U&PUBLIC=OK
196922892X;MAP-Gamsau Groupe d’études pour l’Application des Méthodes Scientifiques à l’Architecture et à l’Urbanisme;Gamsau;1969;Equipe interne;1;1;http://www.gamsau.map.archi.fr/;Campus CNRS Joseph Aiguier - Bât. Z'  31 chemin Joseph Aiguier;13009;Marseille;BLAISE;Jean-Yves;;";";"Centre national de la recherche scientifique;Ministère de la culture";"CNRS;MIN.CULT";"EPST;AUT_OP_FR";"Organismes de type EPST;Autre opérateur de droit français";"0753639Y;";"18008901303720;11004601800013";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;201220444Z;;;;;;;SH5;Cultures and cultural production : literature, visual and performing arts, music, cultural and comparative studies;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=196922892X&PUBLIC=OK
201822730H;Laboratoire Lorrain de Chimie Moléculaire;L2CM;2018;Unité mixte;22;2;http://www.l2cm.univ-lorraine.fr;Université de Lorraine - Faculté des Sciences et Techniques - Boulevard des Aiguillettes BP 239;54506;VANDOEUVRE LES NANCY;"GROS;PASC";"Philippe;Andreea";"DIR;dir-adj";"UMR 7053;UMR 7053 7053";"Centre national de la recherche scientifique;Université de Lorraine";"CNRS;LORRAINE";"EPST;UNIV";"Organismes de type EPST;Université";"0753639Y;0542493S";"18008901303720;13001550600012";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;200519852L;199712611A;renouvellement;R;2018;4;Chimie;PE4;Physical and analytical chemical sciences : analytical chemistry, chemical theory, physical chemistry/chemical physics;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201822730H&PUBLIC=OK
199213326Z;ULR 1061 - ALITHILA - ANALYSES LITTERAIRES ET HISTOIRE DE LA LANGUE;;1992;Unité propre;21;2;http://Alithila.univ-lille3.fr;UNIVERSITE LILLE 3Domaine Universitaire du Pont de BoisBP 60149;59653;VILLENEUVE D'ASCQ CEDEX;"CASTELLANI;DE CHALONGE";"Marie Madeleine;Florence";"PREX;Directrice";ULR 1061;Université de Lille;LILLE;UNIV;Université;0597065J;13002358300011;TUTE;établissement tutelle;201523984J;;;;;;6;Sciences humaines et humanités;SH5;Cultures and cultural production : literature, visual and performing arts, music, cultural and comparative studies;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=199213326Z&PUBLIC=OK
201822916K;Pôle Oncologie, Radiothérapie, Dermatologie, Hématologie et Soins Palliatifs;;2018;Equipe interne;1;1;;;;;TROUETTE;Renaud;;;CHU Hôpitaux de Bordeaux;CHU BORDEAUX;MEDIC;Etablissements de santé;;26330582300019;TUTE;établissement tutelle;;;;;;;;;LS3;Cellular and Developmental Biology : cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation in plants and animals;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201822916K&PUBLIC=OK
201622927F;Systèmes & Réseaux intelligents;SRI;2016;Equipe interne;1;1;http://www.xlim.fr/recherche/pole-electronique/systemes-reseaux-intelligents;123, avenue Albert Thomas;87060;LIMOGES CEDEX;CANCES;Jean-Pierre;;";";"Université Limoges;Centre national de la recherche scientifique";"LIMOGES;CNRS";"UNIV;EPST";"Université;Organismes de type EPST";"0870669E;0753639Y";"19870669900321;18008901303720";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;201220195D;;;;;9;Sciences et technologies de l'information et de la communication;PE7;Systems and communication engineering : electronic, communication, optical and systems engineering;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201622927F&PUBLIC=OK
201722934J;organisation structurale multiéchelle des matériaux;;2017;Equipe interne;1;1;http://www.ircer.fr/recherche/axe3;Centre Européen de la Céramique - 12 Rue Atlantis;87068;LIMOGES;MASSON;Olivier;;";";"Université Limoges;Centre national de la recherche scientifique";"LIMOGES;CNRS";"UNIV;EPST";"Université;Organismes de type EPST";"0870669E;0753639Y";"19870669900321;18008901303720";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;201220198G;;;;;8;Sciences pour l'ingénieur;PE5;Materials and synthesis : materials synthesis, structure-properties relations, functional and advanced materials, molecular architecture, organic chemistry;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201722934J&PUBLIC=OK
200212709K;Centre d'études sociologiques et politiques Raymond Aron;CESPRA;2002;Unité mixte;22;2;http://www.ehess.fr/centres/crpra/;105 Bvd Raspail;75006;PARIS;"DUCLERT;AUDOIN-ROUZEAU";"Vincent;Stephane";"DIR;DIR-ADJ";"UMR 8036;UMR 8036";"Ecole des Hautes Etudes en Sciences Sociales Paris;Centre national de la recherche scientifique";"EHESS PARIS;CNRS";"AUT_ETAB;EPST";"Autres établissements ESR;Organismes de type EPST";"0753742K;0753639Y";"19753742600011;18008901303720";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;;;;;;7;Sciences de la société;SH2;Institutions, values, beliefs and behaviour : sociology, social anthropology, political science, law, communication, social studies of science and technology;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200212709K&PUBLIC=OK
200918445P;Centre interdisciplinaire de recherche Culture Education Formation Travail;CIRCEFT;2009;Unité mixte;22;2;https://circeft.fr/;Université Paris 8 Vincennes Saint-Denis - 2 rue de la Liberté;93526;SAINT-DENIS CEDEX;"MAILLARD;DE LAJONQUIERE";"Fabienne;Léandro";"Co-Directrice;Co-Directeur";"EA 4384;EA 4384";"Université Vincennes-Saint Denis Paris 8;Université Paris est Créteil Val de Marne";"PARIS 8;UPEC";"UNIV;UNIV";"Université;Université";"0931827F;0941111X";"19931827000014;19941111700013";"TUTE;TUTE";"établissement tutelle;établissement tutelle";201521875S;;;;;;"6;7";"Sciences humaines et humanités;Sciences de la société";SH4;The Human Mind and its complexity : cognition, psychology, linguistics, philosophy and education;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200918445P&PUBLIC=OK
200818581S;Département de Services Nucléaires;DSN;2008;Unité propre;21;2;;CEA/Cadarache;13108;Saint-Paul-lez-Durance cedex;FILLET;Catherine;DIR;;Commissariat à l'énergie atomique et aux énergies alternatives;CEA;EPIC;Organismes de type EPIC;0912281K;77568501900587;TUTE;établissement tutelle;;;;;;;2;Physique;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200818581S&PUBLIC=OK
201923009G;EMPENN;EMPENN;2019;Unité propre;21;2;http://www.inria.fr/equipes/empenn;;35042;Rennes;Barillot;Christian;;;Institut national de la recherche en informatique et automatique;INRIA;EPST;Organismes de type EPST;0780491K;18008904700013;TUTE;établissement tutelle;;"200012163A;198018249C";;;;;9;Sciences et technologies de l'information et de la communication;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201923009G&PUBLIC=OK
201223017W;ND1 - Pharmacologie fondamentale et clinique de la douleur;;2012;Equipe interne;1;1;http://neurodol.uca.fr;28 place Henri Dunant - BP 38;63001;Clermont-Ferrand Cedex 1;ARDID;Denis;Directeur;;Université Clermont Auvergne;CLERMONT AUVERGNE;UNIV;Université;0632035V;13002277500014;TUTE;établissement tutelle;;201220182P;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201223017W&PUBLIC=OK
201723068E;Epidémiologie et physiopathologie des infections à enterovirus;EPIE;2017;Equipe interne;1;1;;28 place Henri Dunant - CBRV;63000;Clermont-Ferrand;BAILLY;Jean-Luc;Directeur;;Université Clermont Auvergne;CLERMONT AUVERGNE;UNIV;Université;0632035V;13002277500014;TUTE;établissement tutelle;;200012122F;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201723068E&PUBLIC=OK
200520622Y;Laboratoire d'Architecture Conception Territoire Histoire Matérialité;LACTH;2005;Unité propre;21;2;http://www.lille.archi.fr/recherche__index--1024417.htm;2 rue Verte;59650;Villeneuve d'Ascq;KLEIN;Richard;;;Ecole Nationale Supérieure d'Architecture et de Paysage de Lille;EC. ARCHI. PAYS. LILLE;AUT_ETAB;Autres établissements ESR;0590337W;19590337200017;TUTE;établissement tutelle;;;;;;;6;Sciences humaines et humanités;SH5;Cultures and cultural production : literature, visual and performing arts, music, cultural and comparative studies;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200520622Y&PUBLIC=OK
200821825T;Centre de neurochimie;;2008;Unité propre;21;2;;5 Rue Blaise Pascal;67084;STRASBOURG CEDEX;BADER;Marie-France;DIR;UAR 3156;Centre national de la recherche scientifique;CNRS;EPST;Organismes de type EPST;0753639Y;18008901303720;TUTE;établissement tutelle;;201322242Z;;;;;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200821825T&PUBLIC=OK
201822822H;Innovations Thérapeutiques et Résistances;InTheRes;2018;Unité mixte;22;2;http://www.envt.fr/menu-og-32/intheres;23 chemin des Capelles;31076;Toulouse cedex 03;"LESPINE;BOUSQUET-MELOU";"Anne;Alain";"Directrice adjointe;Directeur";";UMR 1436";"Ecole Nationale Vétérinaire Toulouse;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement";"E.N.VET.TLSE;INRAE";"AUT_ETAB;EPST";"Autres établissements ESR;Organismes de type EPST";"0310153Y;";"19310153200011;18007003901803";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;199817728H;;;;;10;Sciences agronomiques et écologiques;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201822822H&PUBLIC=OK
200512677M;Laboratoire de Physique et Mécanique des Milieux Hétérogenes;PMMH;1997;Unité mixte;22;2;http://www.pmmh.espci.fr/;4 place Jussieu;75005;PARIS;"PETITJEANS;VANDEMBROUCQ";"Philippe;Damien";"ADJOINT;DIRECTEUR";"UMR 7636;UMR 7636;UMR 7636;UMR 7636;UMR 7636";"Ecole Supérieure de Physique et Chimie Industrielle de la Ville de Paris;Centre national de la recherche scientifique;Sorbonne Université;Université de Paris;Université Paris sciences et lettres";"ESPCI PARIS;CNRS;SORBONNE UNIV.;U PARIS;PSL";"AUT_ETAB;EPST;UNIV;UNIV;UNIV";"Autres établissements ESR;Organismes de type EPST;Université;Université;Université";"0753429V;0753639Y;0755890V;0755976N;0756036D";"20000068500012;18008901303720;13002338500011;13002573700011;13002614900018";"TUTE;TUTE;TUTE;TUTE;TUTE";"établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle";;"201322212S;200419914H";;;;;"2;8";"Physique;Sciences pour l'ingénieur";"PE3;PE8";"Condensed matter physics : structure, electronic properties, fluids, nanosciences;Products and processes engineering : product design, process design and control, construction methods, civil engineering, energysystems, material engineering";https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=200512677M&PUBLIC=OK
202023558Z;Unité Biologie de Synthèse;;2020;Unité propre;21;2;https://research.pasteur.fr/en/team/synthetic-biology/;Institut Pasteur, 25-28 rue du Docteur Roux;75724;Paris Cedex 15;BIKARD;David;DIR;;Institut Pasteur;INSTITUT PASTEUR;FONDATION;Fondation et institut particulier (Institut pasteur, Institut Curie, etc.);0755366A;77568489700017;TUTE;établissement tutelle;;200621933U;201421585F;renouvellement;R;2020;5;Biologie, médecine et santé;;;https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023558Z&PUBLIC=OK
201223590U;Management-Sport-Cancer;MSC;2012;Unité propre;21;2;;Faculté des Sciences du Sport - Case 910 163, Avenue de Luminy;13288;Marseille cedex 9;"VIENS;DANTIN";"Patrice;Pierre";"DIR;Dir Adjoint";";UR 4670";"Centre régionnal de lutte contre le cancer - Institut Paoli-Calmettes;Université Aix-Marseille";"CAC4 MARSEILLE;AIX-MARSEILLE";"MEDIC;UNIV";"Etablissements de santé;Université";";0134009M";"78292123300014;13001533200013";"TUTE;TUTE";"établissement tutelle;établissement tutelle";;;201220325V;renouvellement;R;2018;"5;6;7";"Biologie, médecine et santé;Sciences humaines et humanités;Sciences de la société";"LS4;SH3;SH1";"Physiology, Pathophysiology and Endocrinology : organ physiology, pathophysiology, endocrinology, metabolism, ageing, regeneration, tumorigenesis, cardiovascular disease, metabolic syndrome;Environment and society : environmental studies, demography, social geography, urban and regional studies;Individuals, institutions and markets : economics, finance and management";https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=201223590U&PUBLIC=OK
202023591K;UMR 1158 - BioEcoAgro - UMR Transfrontalière BioEcoAgro;;2020;Unité mixte;22;2;;Cité Scientifique - Bâtiment Polytech - Aile C;59650;Villeneuve d'Ascq;Jacques;Philippe;DIR;";UMR 1158;UMR 1158;;;";"Université Picardie Jules-Verne Amiens;Institut national de recherche pour l'agriculture, l'alimentation et l'environnement;Université de Lille;JUNIA - Grande école d'ingénieur de LILLE;Université Littoral-Côte d'Opale;Université Artois";"AMIENS;INRAE;LILLE;JUNIA;LITTORAL;ARTOIS";"UNIV;EPST;UNIV;AUT_ETAB;UNIV;UNIV";"Université;Organismes de type EPST;Université;Autres établissements ESR;Université;Université";"0801344B;;0597065J;0597165T;0595964M;0623957P";"19801344300017;18007003901803;13002358300011;78370700300035;19594403800205;19624401600016";"TUTE;TUTE;TUTE;TUTE;PART;PART";"établissement tutelle;établissement tutelle;établissement tutelle;établissement tutelle;établissement participant;établissement participant";"201923959P;201923958N;201923957M;201923956L;201923955K;201923954J;201923953H;201923952G;201923951F";;201521250M;renouvellement;R;2020;"8;10";"Sciences pour l'ingénieur;Sciences agronomiques et écologiques";"PE8;LS9;LS1;LS2;LS3";"Products and processes engineering : product design, process design and control, construction methods, civil engineering, energysystems, material engineering;Applied life sciences and biotechnology: agricultural, animal, fishery, forestry and food sciences;biotechnology, chemical biology, genetic engineering, synthetic biology, industrial biosciences;environmental biotechnology and remediation;Molecular and Structural Biology and Biochemistry : molecular biology, biochemistry, biophysics, structural biology, biochemistry of signal transduction;Genetics, Genomics, Bioinformatics and Systems Biology : genetics, population genetics, molecular genetics, genomics, transcriptomics, proteomics, metabolomics, bioinformatics, computational biology, biostatistics, biological modelling and simulation, sys;Cellular and Developmental Biology : cell biology, cell physiology, signal transduction, organogenesis, developmental genetics, pattern formation in plants and animals";https://appliweb.dgri.education.fr/rnsr/PresenteStruct.jsp?numNatStruct=202023591K&PUBLIC=OK
